,0
0,0.8998754
1,0.9075686
2,0.9214342
3,0.9343486
4,0.94063824
5,0.9530809
6,0.9588351
7,0.9643895
8,0.9593081
9,0.96420175
10,0.962558
11,0.96330076
12,0.9665803
13,0.9687056
14,0.97467196
15,0.97791344
16,0.9831146
17,0.98282284
18,0.98426825
19,0.9834077
20,0.9839166
