,0
0,0.030482847
1,0.04164248
2,0.050259743
3,0.050783765
4,0.06125003
5,0.07665169
6,0.08252175
7,0.08196
8,0.078268625
9,0.08319464
10,0.07681837
11,0.07563253
12,0.08420885
13,0.08748223
14,0.10243492
15,0.119410925
16,0.1261639
17,0.14309949
18,0.18297759
19,0.23447704
20,0.26156744
