,0
0,0.84222794
1,0.8598175
2,0.85474026
3,0.8612547
4,0.85125846
5,0.848634
6,0.853458
7,0.84129864
8,0.84523046
9,0.8258834
10,0.8166612
11,0.8322981
12,0.8535537
13,0.8599289
14,0.89591604
15,0.8973111
16,0.9218289
17,0.9353774
18,0.9355416
19,0.94981074
20,0.95960873
