,0
0,0.005376897
1,0.0058063115
2,0.006927722
3,0.00866574
4,0.013835696
5,0.021883778
6,0.02248662
7,0.025576835
8,0.032453373
9,0.03351518
10,0.031983327
11,0.06759285
12,0.14331724
13,0.24623887
14,0.4085953
15,0.7554
16,0.9563457
17,0.99076325
18,0.99832505
19,0.99859554
20,0.9993711
