,0
0,0.8701567
1,0.8792484
2,0.89401823
3,0.90326566
4,0.91418797
5,0.92746466
6,0.94026846
7,0.94420254
8,0.9398811
9,0.9446457
10,0.9439208
11,0.9419941
12,0.94379205
13,0.94845915
14,0.960867
15,0.96247214
16,0.97512555
17,0.9793377
18,0.98437923
19,0.9870969
20,0.9889494
