,0
0,0.13568117
1,0.17378242
2,0.19905691
3,0.20926574
4,0.24354212
5,0.2786365
6,0.3230666
7,0.36599568
8,0.41115555
9,0.44301403
10,0.45390907
11,0.48779473
12,0.5199818
13,0.5091876
14,0.53653055
15,0.56806314
16,0.6006315
17,0.5979774
18,0.6066126
19,0.5997491
20,0.61738414
