,0
0,0.09569507
1,0.12221759
2,0.16601972
3,0.1863627
4,0.24994227
5,0.36223438
6,0.39644855
7,0.45058745
8,0.4378198
9,0.4049443
10,0.37657765
11,0.4267783
12,0.4739666
13,0.5020742
14,0.5623828
15,0.61713505
16,0.6476747
17,0.7131775
18,0.77825904
19,0.8404267
20,0.85209626
