,0
0,0.72963303
1,0.73227155
2,0.70768803
3,0.7206939
4,0.67914945
5,0.6922956
6,0.70110744
7,0.682302
8,0.66307247
9,0.6452655
10,0.62736607
11,0.6426645
12,0.6700337
13,0.6940982
14,0.7172187
15,0.73518914
16,0.7522026
17,0.77265805
18,0.77587444
19,0.77011615
20,0.8029347
