,0
0,0.96170914
1,0.9605248
2,0.96732837
3,0.95908237
4,0.9611249
5,0.9635965
6,0.96881515
7,0.9675163
8,0.9709836
9,0.9749458
10,0.97779924
11,0.9781146
12,0.97817147
13,0.9794097
14,0.98796797
15,0.9880504
16,0.9944477
17,0.99508566
18,0.99613047
19,0.99764746
20,0.99760675
