,0
0,0.72509676
1,0.72160864
2,0.72183764
3,0.71700853
4,0.7116936
5,0.735206
6,0.74986404
7,0.749689
8,0.7448593
9,0.7516186
10,0.77010804
11,0.7912833
12,0.8156481
13,0.84499604
14,0.8791696
15,0.8870528
16,0.9349975
17,0.9491089
18,0.9622934
19,0.97479475
20,0.97826004
