,0
0,0.4537896
1,0.44858372
2,0.43347713
3,0.4366105
4,0.42082033
5,0.435671
6,0.45868254
7,0.4455036
8,0.43397686
9,0.41882834
10,0.402573
11,0.4184944
12,0.4452814
13,0.48741856
14,0.52170086
15,0.5510541
16,0.57473373
17,0.60412747
18,0.5905217
19,0.6057099
20,0.6294715
