,0
0,0.050886743
1,0.06328225
2,0.0659954
3,0.0762579
4,0.08074786
5,0.0834122
6,0.079663955
7,0.08113881
8,0.08242355
9,0.08474494
10,0.08503298
11,0.22188096
12,0.5373868
13,0.79409283
14,0.9246741
15,0.98290825
16,0.99684525
17,0.9994493
18,0.99980515
19,0.9998267
20,0.99992263
