,0
0,0.24646777
1,0.2907048
2,0.33914602
3,0.3629349
4,0.40454414
5,0.54032207
6,0.5825474
7,0.6438945
8,0.72023904
9,0.74421567
10,0.77406126
11,0.7975656
12,0.78744215
13,0.73115
14,0.81570077
15,0.8665758
16,0.8935069
17,0.9271629
18,0.93167084
19,0.9346411
20,0.92907584
