,0
0,0.6068857
1,0.6493079
2,0.6211916
3,0.62077415
4,0.59507257
5,0.627903
6,0.6446218
7,0.64428675
8,0.64427626
9,0.6424306
10,0.67125267
11,0.71991664
12,0.7882297
13,0.8298095
14,0.88404346
15,0.9070403
16,0.9498959
17,0.964468
18,0.9716593
19,0.98360944
20,0.9839931
