,0
0,0.8589473
1,0.83264023
2,0.8072619
3,0.79737437
4,0.7944716
5,0.78394616
6,0.7850174
7,0.7697184
8,0.7650721
9,0.78546107
10,0.7935151
11,0.8286713
12,0.8675638
13,0.90074795
14,0.9575993
15,0.95833224
16,0.98298115
17,0.9900804
18,0.99438137
19,0.9955817
20,0.9955362
