,0
0,0.2153931
1,0.26127073
2,0.29178205
3,0.29274532
4,0.3066478
5,0.32015544
6,0.33572826
7,0.3339415
8,0.32063568
9,0.30776265
10,0.29623723
11,0.3122458
12,0.32056287
13,0.3488257
14,0.3951371
15,0.4553317
16,0.4924273
17,0.6150586
18,0.71559596
19,0.81024724
20,0.8610023
