,0
0,0.680587
1,0.68946165
2,0.68620825
3,0.71656495
4,0.7328071
5,0.77774197
6,0.8206691
7,0.83747643
8,0.8197355
9,0.8291099
10,0.8442995
11,0.85240775
12,0.8629337
13,0.85897404
14,0.8872136
15,0.8878168
16,0.910678
17,0.9114172
18,0.92978954
19,0.93885684
20,0.93879473
