,0
0,0.0050663995
1,0.0048249904
2,0.004856702
3,0.006291519
4,0.0071168244
5,0.0070151887
6,0.007710673
7,0.009603848
8,0.01112231
9,0.0118480325
10,0.012736442
11,0.028851407
12,0.06893291
13,0.12799531
14,0.2751512
15,0.61107165
16,0.874568
17,0.9694046
18,0.98913157
19,0.9921341
20,0.9926998
