,0
0,0.353505
1,0.36740634
2,0.36774978
3,0.34943643
4,0.36987755
5,0.41142288
6,0.44716644
7,0.4807257
8,0.49469528
9,0.50445735
10,0.53471375
11,0.6136124
12,0.7057089
13,0.76258034
14,0.847118
15,0.8723821
16,0.9251403
17,0.94233257
18,0.9571869
19,0.97021985
20,0.9720142
