,0
0,0.08228898
1,0.101863265
2,0.11034735
3,0.11765749
4,0.14393009
5,0.1994568
6,0.22729832
7,0.25233147
8,0.2433512
9,0.23474737
10,0.20964916
11,0.23005328
12,0.2530763
13,0.24270278
14,0.26773432
15,0.28819674
16,0.30484733
17,0.36459398
18,0.42205295
19,0.5096883
20,0.5431258
