,0
0,0.77469975
1,0.77770245
2,0.7605747
3,0.77048516
4,0.7402919
5,0.7496658
6,0.7601332
7,0.74445605
8,0.7266561
9,0.7025197
10,0.67669827
11,0.6962105
12,0.73809135
13,0.7787369
14,0.7993406
15,0.8190432
16,0.8372247
17,0.8616949
18,0.8705599
19,0.8647236
20,0.87982446
