,0
0,0.07607875
1,0.08571888
2,0.09435941
3,0.09295689
4,0.10298397
5,0.12060797
6,0.13361539
7,0.14473401
8,0.15135376
9,0.16209048
10,0.17748587
11,0.2085121
12,0.25886074
13,0.28523278
14,0.35856068
15,0.41576663
16,0.49456722
17,0.52562165
18,0.58743674
19,0.5819948
20,0.5756915
