,0
0,0.05888182
1,0.082835086
2,0.10079737
3,0.10952651
4,0.139035
5,0.17579396
6,0.20380618
7,0.24319263
8,0.27274758
9,0.31544015
10,0.32400024
11,0.34513974
12,0.38480073
13,0.3888926
14,0.42440203
15,0.4661252
16,0.5185886
17,0.5320621
18,0.5411689
19,0.552613
20,0.5633155
