,0
0,0.6556336
1,0.64933145
2,0.66144705
3,0.64855695
4,0.65928817
5,0.6751566
6,0.6901508
7,0.7065302
8,0.6986339
9,0.71133363
10,0.7316881
11,0.7615697
12,0.77516925
13,0.8021864
14,0.8470042
15,0.8539047
16,0.91217357
17,0.93706137
18,0.951028
19,0.96769005
20,0.9701386
