,0
0,0.88580924
1,0.8850945
2,0.88321775
3,0.8768015
4,0.8797472
5,0.885529
6,0.88298774
7,0.88484675
8,0.8871044
9,0.9033802
10,0.9136074
11,0.9071372
12,0.9196824
13,0.93106747
14,0.95915574
15,0.9663793
16,0.9775712
17,0.98153347
18,0.98468566
19,0.98892015
20,0.990755
