,0
0,0.77180684
1,0.8059926
2,0.7823163
3,0.7960579
4,0.79106003
5,0.76921237
6,0.7849939
7,0.7639101
8,0.7670138
9,0.75517035
10,0.739684
11,0.7555757
12,0.7465155
13,0.77392864
14,0.80416435
15,0.82679397
16,0.86819404
17,0.892489
18,0.9157282
19,0.9233073
20,0.93817264
