,0
0,0.88653326
1,0.89601403
2,0.91112715
3,0.9228148
4,0.9317436
5,0.94811857
6,0.9592611
7,0.9631163
8,0.9574581
9,0.96092963
10,0.9645765
11,0.9569157
12,0.95966387
13,0.96719074
14,0.9746996
15,0.9755587
16,0.98215526
17,0.98489714
18,0.9873465
19,0.9883012
20,0.98998696
