,0
0,0.39155498
1,0.39343408
2,0.39368072
3,0.41637012
4,0.3952054
5,0.44670647
6,0.4866421
7,0.48091412
8,0.47543022
9,0.47016948
10,0.46887544
11,0.5695293
12,0.6949962
13,0.7428825
14,0.8564435
15,0.89887637
16,0.9310297
17,0.9553172
18,0.9625787
19,0.9718218
20,0.9748145
