,0
0,0.01093787
1,0.012508546
2,0.013185945
3,0.016458318
4,0.023250895
5,0.03326356
6,0.03677702
7,0.040575054
8,0.044237103
9,0.047780603
10,0.050424356
11,0.09570849
12,0.20016164
13,0.3144868
14,0.49464485
15,0.7809137
16,0.93647385
17,0.9856856
18,0.99583733
19,0.99676836
20,0.99843794
