,0
0,0.04733696
1,0.05920215
2,0.06691711
3,0.07423081
4,0.08718517
5,0.10773078
6,0.116960384
7,0.13318309
8,0.13877217
9,0.14947185
10,0.15883778
11,0.17281327
12,0.20098233
13,0.21992365
14,0.2540895
15,0.29862517
16,0.3851612
17,0.42398012
18,0.49711037
19,0.4789046
20,0.4921829
