,0
0,0.39747623
1,0.4062185
2,0.36420584
3,0.3941535
4,0.38820168
5,0.3879196
6,0.49689934
7,0.49146938
8,0.47634313
9,0.47559267
10,0.49083093
11,0.6024844
12,0.718672
13,0.79791933
14,0.9092218
15,0.94194
16,0.97063667
17,0.9849493
18,0.99246275
19,0.99610436
20,0.9977817
