,0
0,0.6726263
1,0.6937566
2,0.67538613
3,0.66883594
4,0.64425766
5,0.6461661
6,0.6797799
7,0.67969453
8,0.6901742
9,0.69749796
10,0.7265007
11,0.78714776
12,0.86980706
13,0.90515304
14,0.9607258
15,0.9729719
16,0.98398834
17,0.99001396
18,0.99242496
19,0.99426514
20,0.9947542
