,0
0,0.008361847
1,0.00790787
2,0.007769862
3,0.009443563
4,0.0105661545
5,0.010403241
6,0.010628475
7,0.01251182
8,0.014215336
9,0.015394467
10,0.016366245
11,0.034431938
12,0.07199859
13,0.11850322
14,0.22351989
15,0.489287
16,0.81922174
17,0.9459164
18,0.97411805
19,0.9774983
20,0.98095924
