index,value
0,0.4227665364742279
1,0.4286911189556122
2,0.4086514115333557
3,0.43115267157554626
4,0.4556420147418976
5,0.48356732726097107
6,0.4715185761451721
7,0.4784734845161438
8,0.48445871472358704
9,0.48411059379577637
10,0.4875375032424927
11,0.48086053133010864
12,0.5494368076324463
13,0.6050015091896057
14,0.7400501370429993
15,0.7818660736083984
16,0.8723137974739075
17,0.8876957893371582
18,0.938068151473999
19,0.941933810710907
20,0.9457316994667053
