index,value
0,0.14010633528232574
1,0.15080633759498596
2,0.16647282242774963
3,0.17295660078525543
4,0.16303949058055878
5,0.22175288200378418
6,0.21482864022254944
7,0.25764772295951843
8,0.333533376455307
9,0.3875111937522888
10,0.4247526526451111
11,0.5081430673599243
12,0.5497998595237732
13,0.7382334470748901
14,0.8591223359107971
15,0.8449747562408447
16,0.8778668642044067
17,0.8773295283317566
18,0.917239248752594
19,0.9229482412338257
20,0.9329215884208679
