index,value
0,0.4396149814128876
1,0.4531594514846802
2,0.4435197412967682
3,0.4713781774044037
4,0.47262996435165405
5,0.48242250084877014
6,0.4738978445529938
7,0.49185895919799805
8,0.4857953190803528
9,0.4674905240535736
10,0.46993789076805115
11,0.48247915506362915
12,0.49343279004096985
13,0.4859892725944519
14,0.48493102192878723
15,0.4986443519592285
16,0.48153936862945557
17,0.47119975090026855
18,0.4893151819705963
19,0.47943568229675293
20,0.4582381844520569
