index,value
0,0.42772334814071655
1,0.4402567744255066
2,0.43717777729034424
3,0.4483533203601837
4,0.46285563707351685
5,0.4558952748775482
6,0.453380823135376
7,0.45576298236846924
8,0.45850616693496704
9,0.48089540004730225
10,0.4852637052536011
11,0.4815595746040344
12,0.5052627325057983
13,0.5196835994720459
14,0.5367997884750366
15,0.5544754266738892
16,0.5770948529243469
17,0.5990122556686401
18,0.5724287033081055
19,0.5700581669807434
20,0.5672540068626404
