index,value
0,0.22783377766609192
1,0.20084689557552338
2,0.21627715229988098
3,0.23359207808971405
4,0.23414403200149536
5,0.2938571870326996
6,0.3095363974571228
7,0.35408732295036316
8,0.4163196086883545
9,0.45064830780029297
10,0.4722767472267151
11,0.5355463027954102
12,0.5498525500297546
13,0.5097870230674744
14,0.6354138851165771
15,0.6156045198440552
16,0.732254683971405
17,0.7363662719726562
18,0.7781213521957397
19,0.8673183917999268
20,0.9145841598510742
