index,value
0,0.12883049249649048
1,0.14024455845355988
2,0.1523912101984024
3,0.1679614633321762
4,0.18589307367801666
5,0.19320809841156006
6,0.23741070926189423
7,0.2681472897529602
8,0.26945221424102783
9,0.26955533027648926
10,0.2904524505138397
11,0.3261110186576843
12,0.30027487874031067
13,0.3004990518093109
14,0.3402693271636963
15,0.48284977674484253
16,0.6044357419013977
17,0.6904723644256592
18,0.8197903633117676
19,0.9283822774887085
20,0.9501239061355591
