index,value
0,0.09591419994831085
1,0.10150500386953354
2,0.12369903922080994
3,0.13570240139961243
4,0.1471530944108963
5,0.18434466421604156
6,0.22787882387638092
7,0.28357866406440735
8,0.347750723361969
9,0.4004216194152832
10,0.4166812300682068
11,0.48887357115745544
12,0.5002511143684387
13,0.6707748174667358
14,0.7957093119621277
15,0.9089822173118591
16,0.9514673352241516
17,0.9620946645736694
18,0.9791777729988098
19,0.9944295883178711
20,0.9970568418502808
